TempleName,LordGod,Area,Address,lat,long
龍珠宮,九龍三公,嘉義縣,嘉義縣布袋鎮?地仔中安里1鄰1號附3,23.4197592,120.1830558
龍山宮,諸府千歲,嘉義縣,嘉義縣布袋鎮東港里1鄰30號,23.3720867,120.1900069
永順宮,玄天上帝,嘉義縣,嘉義縣水上鄉三界埔國姓村8鄰45號,23.434488,120.480857
大將爺廟,大將爺,嘉義縣,嘉義縣水上鄉市政街水上村1鄰5號,23.428443,120.3985826
隆山宮,太上老君,嘉義縣,嘉義縣水上鄉巷口段三和村36之1地號,23.45459,120.40975
龍鳳宮,圓通自在天尊,嘉義縣,嘉義縣六腳鄉大塗師段塗師村11鄰257號,23.506729,120.283915
德安宮,武德英侯,嘉義縣,嘉義縣六腳鄉竹子腳竹本村15鄰106號,23.5323224,120.2627795
蘇厝村朝安宮,蘇府千歲,嘉義縣,嘉義縣六腳鄉蘇厝寮蘇厝村1鄰84號附11,23.554802,120.2987209
朝聖宮,江元帥,嘉義縣,嘉義縣大林鎮下潭底平林里7鄰26號,23.5934185,120.4563841
元帥府,保儀尊王,嘉義縣,嘉義縣大林鎮排子路西結里段508之1地號,23.612136,120.414719
港保宮,三山國王,嘉義縣,嘉義縣太保市港尾里2鄰港尾20之1號,23.476849,120.363766
東和宮,元帥爺,嘉義縣,嘉義縣太保市東勢寮東勢里2鄰（東勢段330之1地號）,23.4650312,120.3039172
福正忠太子宮,中壇元帥,嘉義縣,嘉義縣中埔鄉頂中下街富收村5鄰68附7號,23.4490184,120.490054
佛方宮,慚愧祖師,嘉義縣,嘉義縣大林鎮大湖湖北里4鄰15號,23.6212779,120.455526
美安宮,保生大帝,嘉義縣,嘉義縣溪口鄉崙尾美北村48八之1號,23.591117,120.382589
龍山巖,釋迦牟尼佛,嘉義縣,嘉義縣大林鎮中坑里芎蕉山17鄰41號,23.5704586,120.5197265
石碼宮,林府元帥,嘉義縣,嘉義縣朴子市雙溪口溪口里7鄰192之1號,23.485361,120.27067
雙溪口福天宮,吳府三千歲,嘉義縣,嘉義縣朴子市雙溪里3鄰29號,23.484518,120.277958
德安宮,五府千歲,嘉義縣,嘉義縣朴子市應菜埔永和里12鄰107之1號,23.4633593,120.2323165
桃花宮,天上聖母,嘉義縣,嘉義縣太保市新埤里4鄰181號,23.4863485,120.3351464
水牛厝玉皇宮,玉皇上帝,嘉義縣,嘉義縣太保市南新里4鄰仁愛路29號,23.496764,120.3880987
古恩宮,五府千歲,嘉義縣,嘉義縣太保市麻寮里中山路二段250號,23.4997874,120.3684953
玉泉寺,關聖帝君,嘉義縣,嘉義縣太保市後潭里15鄰418號,23.4508329,120.3431049
三官大帝廟,三官大帝,嘉義縣,嘉義縣新港鄉西庄村6鄰66號,23.5637166,120.3762869
九玄宮,九天玄女,嘉義縣,嘉義縣六腳鄉塗師村6鄰35之1號,23.4931753,120.517433
興宮寺,觀音佛祖,嘉義縣,嘉義縣竹崎鄉朴子埔灣橋村三十二之一號,23.4931753,120.517433
聖安宮,五顯大帝,嘉義縣,嘉義縣竹崎鄉樟樹坪塘興村賴厝五鄰（段三六四號）,23.4891347,120.5774686
真武宮,玄天上帝,嘉義縣,嘉義縣竹崎鄉水坑沙坑村八鄰六十一號,23.5291634,120.5194232
聖天宮,關聖帝君,嘉義縣,嘉義縣中埔鄉中華路和興村34鄰305巷223-1號,23.4378915,120.4526414
福德宮,福德正神,嘉義縣,嘉義縣中埔鄉石頭厝段一八八之七地號,23.4516627,120.4729495
將軍府,刑府千歲,嘉義縣,嘉義縣中埔鄉頂中下街富收村四鄰六一號,23.4483296,120.4909546
曾文寺七寶塔,地藏王,嘉義縣,嘉義縣大埔鄉大埔村四鄰五十五號,23.2947757,120.5936649
萬仁公廟,萬仁公,嘉義縣,嘉義縣新港鄉中工段中洋村203地號,23.512212,120.369857
西林寺,釋迦牟尼佛,嘉義縣,嘉義縣中埔鄉坪頂中埔村一鄰九號,23.419993,120.537855
德龍宮,邢王,嘉義縣,嘉義縣六腳鄉溪墘厝溪厝村77號,23.495706,120.269636
福德祠,福德正神,嘉義縣,嘉義縣新港鄉南港村4鄰88號,23.551935,120.313402
三王公祠,三王公,嘉義縣,嘉義縣新港鄉大潭村大潭4鄰168號,23.5536605,120.3700351
鎮北殿,北極玄天上帝,嘉義縣,嘉義縣新港鄉潭大村六斗子4鄰6號附1,23.548,120.326625
北極殿,玄天上帝,嘉義縣,嘉義縣大埔鄉大埔村五鄰一三七號,23.2947757,120.5936649
保福宮,女媧娘娘,嘉義縣,嘉義縣太保市梅埔里10鄰71號,23.4593541,120.33302
